(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants reading intently looking down at a jade slip, luxurious imperial study room with wooden desks and bookshelves, daytime, bright natural lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress frowning looking around the market 30-year-old male giant 2-meter tall build long black hair arrogant dark eyes handsome and haughty facial features Shimmering silver immortal robe raising his chin arrogantly looking down at the market, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male giant 2-meter tall build long black hair arrogant dark eyes handsome and haughty facial features Shimmering silver immortal robe speaking arrogantly looking at his companion 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress listening quietly looking at him, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress speaking calmly looking at her companion 30-year-old male giant 2-meter tall build long black hair arrogant dark eyes handsome and haughty facial features Shimmering silver immortal robe listening looking at her, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 30-year-old male giant 2-meter tall build long black hair arrogant dark eyes handsome and haughty facial features Shimmering silver immortal robe looking annoyed down at a child 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress standing beside looking at the child, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 30-year-old male giant 2-meter tall build long black hair arrogant dark eyes handsome and haughty facial features Shimmering silver immortal robe glaring furiously looking down at a child, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress pulling her companion back looking warningly at him 30-year-old male giant 2-meter tall build long black hair arrogant dark eyes handsome and haughty facial features Shimmering silver immortal robe ripping his clothes in disgust looking down, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress walking into a building looking straight ahead 30-year-old male giant 2-meter tall build long black hair arrogant dark eyes handsome and haughty facial features Shimmering silver immortal robe walking alongside looking around, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress casting a stealth spell looking straight ahead 30-year-old male giant 2-meter tall build long black hair arrogant dark eyes handsome and haughty facial features Shimmering silver immortal robe walking away looking around, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Close-up, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants eyes lighting up looking down at the street, bustling immortal city streets with towering structures, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress sneaking stealthily looking around carefully, ornate City Lord manor courtyard, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress sneaking stealthily looking around carefully, ornate City Lord manor conference room, daytime, clear weather, soft indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants sneaking stealthily looking ahead carefully, ornate City Lord manor courtyard, daytime, clear weather, bright sunlight
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 19-year-old male muscular and athletic build short neat black hair sharp and calm dark eyes handsome and resolute facial features Dark navy blue tactical outdoor jacket and cargo pants walking stealthily looking ahead carefully, ornate City Lord manor conference room, daytime, clear weather, soft indoor lighting
(Masterpiece, best quality), Anime style digital illustration, clean lineart, Vivid colors, dynamic angle, hyper-detailed. Medium shot, 295-year-old female voluptuous and alluring build styled black hair seductive dark eyes beautiful and cunning facial features Deep magenta tight sensual dress leading a meeting looking at officials 495-year-old female slender build long straight black hair cold dark eyes beautiful and arrogant facial features Simple white rustic dress hiding in a corner looking at the meeting, ornate City Lord manor conference room, daytime, clear weather, soft indoor lighting
